upstream_path	commit	section_or_step	status	original_dependency	local_root	local_path	local_treatment	reason	reconsideration_trigger	dogfooding_evidence
pstack/skills/principle-never-block-on-the-human/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	complete principle body	host substitution	Cursor disable-model-invocation frontmatter	skills/principle-never-block-on-the-human	skills/principle-never-block-on-the-human/SKILL.md	Body copied byte-for-byte; Cursor/Pi explicit-only frontmatter retained and mirrored in agents/openai.yaml for Codex	All 21 principles active	new dogfooding evidence	none yet
pstack/skills/principle-outcome-oriented-execution/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	complete principle body	host substitution	Cursor disable-model-invocation frontmatter	skills/principle-outcome-oriented-execution	skills/principle-outcome-oriented-execution/SKILL.md	Body copied byte-for-byte; Cursor/Pi explicit-only frontmatter retained and mirrored in agents/openai.yaml for Codex	All 21 principles active	new dogfooding evidence	none yet
pstack/skills/principle-prove-it-works/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	complete principle body	host substitution	Cursor disable-model-invocation frontmatter	skills/principle-prove-it-works	skills/principle-prove-it-works/SKILL.md	Body copied byte-for-byte; Cursor/Pi explicit-only frontmatter retained and mirrored in agents/openai.yaml for Codex	All 21 principles active	new dogfooding evidence	none yet
pstack/skills/principle-redesign-from-first-principles/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	complete principle body	host substitution	Cursor disable-model-invocation frontmatter	skills/principle-redesign-from-first-principles	skills/principle-redesign-from-first-principles/SKILL.md	Body copied byte-for-byte; Cursor/Pi explicit-only frontmatter retained and mirrored in agents/openai.yaml for Codex	All 21 principles active	new dogfooding evidence	none yet
pstack/skills/principle-separate-before-serializing-shared-state/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	complete principle body	host substitution	Cursor disable-model-invocation frontmatter	skills/principle-separate-before-serializing-shared-state	skills/principle-separate-before-serializing-shared-state/SKILL.md	Body copied byte-for-byte; Cursor/Pi explicit-only frontmatter retained and mirrored in agents/openai.yaml for Codex	All 21 principles active	new dogfooding evidence	none yet
pstack/skills/principle-sequence-verifiable-units/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	complete principle body	host substitution	Cursor disable-model-invocation frontmatter	skills/principle-sequence-verifiable-units	skills/principle-sequence-verifiable-units/SKILL.md	Body copied byte-for-byte; Cursor/Pi explicit-only frontmatter retained and mirrored in agents/openai.yaml for Codex	All 21 principles active	new dogfooding evidence	none yet
pstack/skills/principle-subtract-before-you-add/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	complete principle body	host substitution	Cursor disable-model-invocation frontmatter	skills/principle-subtract-before-you-add	skills/principle-subtract-before-you-add/SKILL.md	Body copied byte-for-byte; Cursor/Pi explicit-only frontmatter retained and mirrored in agents/openai.yaml for Codex	All 21 principles active	new dogfooding evidence	none yet
pstack/skills/principle-type-system-discipline/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	complete principle body	host substitution	Cursor disable-model-invocation frontmatter	skills/principle-type-system-discipline	skills/principle-type-system-discipline/SKILL.md	Body copied byte-for-byte; Cursor/Pi explicit-only frontmatter retained and mirrored in agents/openai.yaml for Codex	All 21 principles active	new dogfooding evidence	none yet
pstack/skills/setup-pstack/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	entire skill	inactive	Cursor model rules	skills/ds-mode	skills/ds-mode/SKILL.md	Replaced by references/worker-profiles.md; the one-time create-verification-skill offer is not carried over	One local profile table is sufficient; the user runs create-verification-skill manually (decision 2026-09-24)	multiple model families become configured	none yet
pstack/agents/poteto-agent.md	b9ddc83c32972210b8a94d389130713e8eed346e	entire agent	host substitution	Cursor subagent type	skills/ds-mode	skills/ds-mode/SKILL.md	No named agent type; every playbook worker brief opens with the poteto-agent read: ds-mode SKILL.md in full, including the Principles index, with the brief overriding lead duties and routing; skills that define their own worker (how, why, interrogate, reflect, swarm, no-comments) keep their briefs	Pi has no subagent_type; the brief carries the poteto-agent contract so workers apply the principles	the host gains named agent definitions	none yet
pstack/skills/automate-me/	b9ddc83c32972210b8a94d389130713e8eed346e	entire skill	inactive	not routed by active poteto-mode adaptation	skills/ds-mode	none	Kept only in upstream/pstack	Depends on Cursor's built-in create-skill, Cursor agent transcripts, and .cursor/skills paths	a routed playbook requires it	none yet
pstack/skills/blast-radius/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	entire file	host substitution	Cursor multi-model arena	skills/blast-radius	skills/blast-radius/SKILL.md	Body copied byte-for-byte except links to how, why, arena, and unslop, and step 6 asks workers on each configured model instead of several models; explicit-only, not routed from ds-mode, as upstream's guide leaves it to the user	Pi hides explicit-only skills, so named skill references need links; one configured model family	another model family is configured	none yet
pstack/skills/bro/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	entire file	verbatim	none	skills/bro	skills/bro/SKILL.md	Copied byte-for-byte; explicit-only	User tool for plain restatement, ported on request (decision 2026-09-24)	upstream changes	none yet
pstack/skills/make-bot-ui/	b9ddc83c32972210b8a94d389130713e8eed346e	entire skill	inactive	not routed by active poteto-mode adaptation	skills/ds-mode	none	Kept only in upstream/pstack	Depends on Cursor automation webhook routines	a routed playbook requires it	none yet
pstack/skills/recall/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	entire file	host substitution	Cursor agent-transcripts and subagents	skills/recall	skills/recall/SKILL.md	Upstream text except transcript locations: Pi sessions and Codex sessions replace Cursor agent-transcripts; fresh Explore workers replace subagents and receive the lead's session path to skip; automate-me (not ported) named generically; skill names link to entrypoints	Cursor transcripts do not exist on this host; ported on request (decision 2026-09-24)	Pi or Codex session layout changes	none yet
pstack/skills/teach/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	entire file	host substitution	Cursor image-generation tool	skills/teach	skills/teach/SKILL.md	Body copied byte-for-byte except links to how, why, and unslop, and the image-generation tool is used only if the host has one; explicit-only	Pi hides explicit-only skills, so named skill references need links; Pi has no built-in image-generation tool; ported on request (decision 2026-09-24)	the host gains an image-generation tool	none yet
pstack/skills/typescript-best-practices/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Pinned pstack automatic invocation	skills/typescript-best-practices	skills/typescript-best-practices/SKILL.md	Pinned body retained; automatic invocation enabled by omitting the Cursor/Pi restriction	Writing and TypeScript guidance should apply without entering ds-mode	new dogfooding evidence	User-approved invocation correction on 2026-09-18
pstack/agents/comment-sicko.md	b9ddc83c32972210b8a94d389130713e8eed346e	how and why invocation wording	host substitution	Cursor slash commands	skills/no-comments	skills/no-comments/references/comment-sicko.md	Copied as the Review worker brief; skill invocations use installed names	Codex and Pi invocation syntax	host gains a native Comment Sicko worker type	none yet
FirstMate	355f46fe5528ccc9790481171bf9da48dee2e90d	external launcher ideas	inactive	external persistent launcher	docs/pstack-redesign-plan.md	docs/pstack-redesign-plan.md	Research evidence only; experiment remains outside ds-mode	The pi-herdr-agents extension provides worker launch and lifecycle	a concrete native lifecycle failure	Cited issue-202 remediation file was never committed; unverifiable
pstack/skills/architect/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/architect	skills/architect/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/architect/references/runner-prompt.md	b9ddc83c32972210b8a94d389130713e8eed346e	entire adapted file	host substitution	Cursor per-runner model selection	skills/architect	skills/architect/references/runner-prompt.md	Skill and principle names link to entrypoints; runners are independent workers rather than one per model	Pi hides explicit-only skills, so named skill references need links; one configured model family, with composition disclosed per worker-profiles	host contract changes	none yet
pstack/skills/arena/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/arena	skills/arena/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/create-verification-skill/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/create-verification-skill	skills/create-verification-skill/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/poteto-mode/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/ds-mode	skills/ds-mode/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/poteto-mode/playbooks/babysit.md	b9ddc83c32972210b8a94d389130713e8eed346e	entire replacement route	host substitution	Cursor host contract or unavailable local path	skills/ds-mode	skills/ds-mode/playbooks/pr-check-and-triage.md	Babysit's check mode run once: conflict/thread/CI order, untrusted comment text, one-shot CI classification with one fresh build for flake, skeptical Bugbot triage, data-only gh api replies, red-first fixes when the request includes fixing, one batched push before replies, escalation of security, auth, billing, data, and migration findings, conflict drift sweep, and dismissal-pattern sweep restored; watcher, /loop, drive and background modes, stack topology, and merging dropped	Polling, watchers, and automatic landing are out of scope; the rest of Babysit applies to a single inspection	host contract changes	none yet
pstack/skills/poteto-mode/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	Subagents model defaults	host substitution	Cursor host contract or unavailable local path	skills/ds-mode	skills/ds-mode/references/worker-profiles.md	Explicit role, model, and thinking arguments from the profile table; implement tiers by difficulty (Astra high for judgment or vague intent, Sol high for precise steps, Sol medium for trivial edits); adapter validates choices and reports task-start selection; actual family disclosure; where pstack asks for a different model family, use one once configured, otherwise the other configured model with a same-family label	Profiles are configuration, as pstack's setup rule was; two openai-codex models stand in for pstack's judgment, instruction-following, and fast code models; the default implement tier is instruction-following (Sol high) instead of pstack's fast code model, by user configuration	host contract changes	none yet
pstack/skills/poteto-mode/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	Subagents dispatch contract	host substitution	Cursor host contract or unavailable local path	skills/ds-mode	skills/ds-mode/references/workers.md	Generic roles with concrete Pi-Herdr tool schemas, worker and submission IDs, isolated session plans, transcript mapping, explicit idle-worker retirement, and bounded other-runtime compatibility	Document the actual adapter rather than invent cross-host APIs; close unneeded workers without deleting conversations	host contract changes	Talisman dogfood 2026-09-23: completed workers remained open; user requested explicit retirement
pstack/skills/figure-it-out/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/figure-it-out	skills/figure-it-out/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/how/references/critic-prompt.md	b9ddc83c32972210b8a94d389130713e8eed346e	entire adapted file	host substitution	Cursor subagents	skills/how	skills/how/references/critic-prompt.md	The critic subagent becomes a Review worker	Pi-Herdr workers replace Cursor subagents	host contract changes	none yet
pstack/skills/how/references/explainer-prompt.md	b9ddc83c32972210b8a94d389130713e8eed346e	entire adapted file	host substitution	Cursor subagents	skills/how	skills/how/references/explainer-prompt.md	The explainer subagent becomes a Judgment worker; read-only access becomes an assignment with no edits	Pi-Herdr workers replace Cursor subagents; workers keep normal tools, so read-only is an assignment	host contract changes	none yet
pstack/skills/how/references/explorer-prompt.md	b9ddc83c32972210b8a94d389130713e8eed346e	entire adapted file	host substitution	Cursor subagents	skills/how	skills/how/references/explorer-prompt.md	The explorer subagent becomes a Explore worker	Pi-Herdr workers replace Cursor subagents	host contract changes	none yet
pstack/skills/interrogate/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/interrogate	skills/interrogate/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/interrogate/references/lead-judgment.md	b9ddc83c32972210b8a94d389130713e8eed346e	entire adapted file	host substitution	Cursor configured multi-model reviewers	skills/interrogate	skills/interrogate/references/lead-judgment.md	Configured reviewers become fresh reviewers; model consensus becomes reviewer consensus	One configured model family; reviewers are independent workers rather than distinct models	host contract changes	none yet
pstack/skills/interrogate/references/reviewer-prompt.md	b9ddc83c32972210b8a94d389130713e8eed346e	entire adapted file	host substitution	Cursor subagents	skills/interrogate	skills/interrogate/references/reviewer-prompt.md	The reviewer subagent becomes a Review worker	Pi-Herdr workers replace Cursor subagents	host contract changes	none yet
pstack/skills/maintain-verification-skill/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/maintain-verification-skill	skills/maintain-verification-skill/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/no-comments/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/no-comments	skills/no-comments/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/principle-boundary-discipline/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/principle-boundary-discipline	skills/principle-boundary-discipline/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/principle-build-the-lever/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/principle-build-the-lever	skills/principle-build-the-lever/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/principle-encode-lessons-in-structure/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/principle-encode-lessons-in-structure	skills/principle-encode-lessons-in-structure/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/principle-exhaust-the-design-space/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/principle-exhaust-the-design-space	skills/principle-exhaust-the-design-space/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/principle-experience-first/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/principle-experience-first	skills/principle-experience-first/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/principle-fix-root-causes/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/principle-fix-root-causes	skills/principle-fix-root-causes/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/principle-foundational-thinking/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/principle-foundational-thinking	skills/principle-foundational-thinking/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/principle-guard-the-context-window/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/principle-guard-the-context-window	skills/principle-guard-the-context-window/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/principle-laziness-protocol/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/principle-laziness-protocol	skills/principle-laziness-protocol/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/principle-make-operations-idempotent/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/principle-make-operations-idempotent	skills/principle-make-operations-idempotent/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/principle-migrate-callers-then-delete-legacy-apis/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/principle-migrate-callers-then-delete-legacy-apis	skills/principle-migrate-callers-then-delete-legacy-apis/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/principle-minimize-reader-load/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/principle-minimize-reader-load	skills/principle-minimize-reader-load/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/principle-model-the-domain/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/principle-model-the-domain	skills/principle-model-the-domain/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/principle-never-block-on-the-human/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/principle-never-block-on-the-human	skills/principle-never-block-on-the-human/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/principle-outcome-oriented-execution/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/principle-outcome-oriented-execution	skills/principle-outcome-oriented-execution/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/principle-prove-it-works/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/principle-prove-it-works	skills/principle-prove-it-works/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/principle-redesign-from-first-principles/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/principle-redesign-from-first-principles	skills/principle-redesign-from-first-principles/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/principle-separate-before-serializing-shared-state/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/principle-separate-before-serializing-shared-state	skills/principle-separate-before-serializing-shared-state/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/principle-sequence-verifiable-units/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/principle-sequence-verifiable-units	skills/principle-sequence-verifiable-units/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/principle-subtract-before-you-add/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/principle-subtract-before-you-add	skills/principle-subtract-before-you-add/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/principle-type-system-discipline/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/principle-type-system-discipline	skills/principle-type-system-discipline/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/reflect/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/reflect	skills/reflect/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/reflect/references/divergent-reviewer.md	b9ddc83c32972210b8a94d389130713e8eed346e	entire adapted file	host substitution	Cursor skill paths and Task tool	skills/reflect	skills/reflect/references/divergent-reviewer.md	Cursor skill locations become repository, project .agents, and user .agents skill paths; Task prompts become worker briefs	Pi and Codex load skills from .agents paths, and Pi-Herdr workers replace Task subagents	host contract changes	none yet
pstack/skills/reflect/references/judgment-reviewer.md	b9ddc83c32972210b8a94d389130713e8eed346e	entire adapted file	host substitution	Cursor skill paths and Task tool	skills/reflect	skills/reflect/references/judgment-reviewer.md	Cursor skill locations become repository, project .agents, and user .agents skill paths; Task prompts become worker briefs	Pi and Codex load skills from .agents paths, and Pi-Herdr workers replace Task subagents	host contract changes	none yet
pstack/skills/reflect/references/synthesizer.md	b9ddc83c32972210b8a94d389130713e8eed346e	entire adapted file	host substitution	Cursor built-in create-skill	skills/reflect	skills/reflect/references/synthesizer.md	create-skill becomes writing-for-agents	Cursor's create-skill is unavailable; writing-for-agents is the local skill-authoring reference	host contract changes	none yet
pstack/skills/reflect/references/tooling-reviewer.md	b9ddc83c32972210b8a94d389130713e8eed346e	entire adapted file	host substitution	Cursor skill paths and Task tool	skills/reflect	skills/reflect/references/tooling-reviewer.md	Cursor skill locations become repository, project .agents, and user .agents skill paths; Task prompts become worker briefs	Pi and Codex load skills from .agents paths, and Pi-Herdr workers replace Task subagents	host contract changes	none yet
pstack/skills/show-me-your-work/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/show-me-your-work	skills/show-me-your-work/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/swarm/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/swarm	skills/swarm/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/tdd/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/tdd	skills/tdd/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/technical-writing/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Pinned pstack explicit-only invocation	skills/technical-writing	skills/technical-writing/agents/openai.yaml	Codex automatic invocation enabled by omitting the policy restriction; UI summary updated	Writing and TypeScript guidance should apply without entering ds-mode	new dogfooding evidence	User-approved invocation correction on 2026-09-18
pstack/skills/how/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	invocation policy	host substitution	Cursor disable-model-invocation frontmatter	skills/how	skills/how/agents/openai.yaml	Codex explicit-only policy mirrors the Cursor/Pi frontmatter	Upstream pstack 73f8be4 (cursor/plugins #300, 2026-09-01) makes how and why explicit-only, unchanged through 12d587df	host skill metadata support changes	cursor/plugins 73f8be4 adds disable-model-invocation to pstack/skills/how and why SKILL.md
pstack/skills/why/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	invocation policy	host substitution	Cursor disable-model-invocation frontmatter	skills/why	skills/why/agents/openai.yaml	Codex explicit-only policy mirrors the Cursor/Pi frontmatter	Upstream pstack 73f8be4 (cursor/plugins #300, 2026-09-01) makes how and why explicit-only, unchanged through 12d587df	host skill metadata support changes	cursor/plugins 73f8be4 adds disable-model-invocation to pstack/skills/how and why SKILL.md
pstack/skills/unslop/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Pinned pstack automatic invocation	skills/unslop	skills/unslop/agents/openai.yaml	Codex automatic invocation enabled by omitting the policy restriction; UI summary updated	Writing and TypeScript guidance should apply without entering ds-mode	new dogfooding evidence	User-approved invocation correction on 2026-09-18
pstack/skills/typescript-best-practices/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Pinned pstack automatic invocation	skills/typescript-best-practices	skills/typescript-best-practices/agents/openai.yaml	Codex automatic invocation enabled by omitting the policy restriction; UI summary updated	Writing and TypeScript guidance should apply without entering ds-mode	new dogfooding evidence	User-approved invocation correction on 2026-09-18
pstack/agents/poteto-agent.md	b9ddc83c32972210b8a94d389130713e8eed346e	worker route selection and report contract	host substitution	Cursor Task and generalPurpose workers	skills/ds-mode	skills/ds-mode/references/workers.md	Fresh workers for all roles; Pi-Herdr exact-task lifecycle; normal tools with assignment-level edit permissions; reports capped at 800 words; multi-minute waits that continue while the worker session file gains entries; lead verifies targeted evidence after delegated exploration; briefs give file pointers, not inlined context; follow-ups only for new tasks on settled workers	Preserve reliability, continuation, isolation, and report bounds while documenting the actual Pi-Herdr binding	a concrete native failure in effort selection, isolation, continuation, bounded editing, report quality, or interruption	Cited issue-202 remediation files were never committed; unverifiable
pstack/skills/poteto-mode/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	create-skill route for agent-facing prose and skill authoring	host substitution	Cursor built-in create-skill	skills/ds-mode	skills/ds-mode/SKILL.md	Routes agent-facing prose and the Authoring a Skill playbook to writing-for-agents	create-skill is a Cursor built-in; the approved plan names writing-for-agents as its replacement	a host-neutral create-skill equivalent becomes available	none yet
pstack/skills/blast-radius/SKILL.md	b9ddc83c32972210b8a94d389130713e8eed346e	frontmatter invocation policy	host substitution	Pinned pstack explicit-only frontmatter	skills/blast-radius	skills/blast-radius/agents/openai.yaml	Codex explicit-only policy mirrors the Cursor/Pi frontmatter	Cross-host invocation parity	Codex reads disable-model-invocation	none yet
